ID;Name_lang;Pos;MapOffset;FlightMapOffset;ContinentID;ConditionID;CharacterBitNumber;Flags;UiTextureKitID;MinimapAtlasMemberID;Facing;SpecialIconConditionID;VisibilityConditionID;MountCreatureID
1599;Quest Path 4958: Garrison - 6.1 Chapter - H - Taxi to Iron Docks - JMC;9227,489,7.170000076293945;0,0;0,0;0;0;0;1024;0;4689;0;0;0;87502,87502
1601;Quest Path 4960: Garrison - 6.1 Chapter - H - Taxi from Iron Docks to Garrison - JMC;5579.0400390625,4564.72021484375,136.21800231933594;0,0;0,0;1116;0;0;1024;0;4689;0;0;0;85796,85796
1605;Quest Path 4965: Garrison - 6.1 Chapter - A - Taxi from Garrison to Iron Docks - JMC;9068,744,6.909999847412109;0,0;0,0;1116;0;0;1024;0;4689;0;0;0;28783,28783
1606;Quest Path 4966: Garrison - 6.1 Chapter - A - Taxi from Iron Docks to Garrison - JMC;1866.1500244140625,219.72000122070312,77.07430267333984;0,0;0,0;1116;0;0;1024;0;4689;0;0;0;71260,71260
1613;Azurewing Repose, Azsuna;576.405029296875,6644.02978515625,58.5;0,0;0,0;1220;0;411;3;0;4689;0;0;0;31694,31694
1614;Quest Path 4974: 6.2 Tanaan - Quest - H - From Vol'mar to Iron Front - JMC;3976.3798828125,1218.949951171875,164.19700622558594;0,0;0,0;1116;0;0;1024;0;4689;0;0;0;69066,69066
1615;Challiane's Terrace, Azsuna;1406.0799560546875,7140.7001953125,60.78300094604492;0,0;0,0;1220;0;412;3;0;4689;0;0;0;117083,117083
1620;Lion's Watch, Tanaan Jungle;3875.219970703125,-1311.719970703125,90.46730041503906;0,0;0,0;1116;33173;413;1;0;4689;0;0;0;0,69067
1621;Vol'mar, Tanaan Jungle;4307.91015625,-1465.31005859375,78.94390106201172;0,0;0,0;1116;33174;414;2;0;4689;0;0;0;85796,0
1622;Illidari Stand, Azsuna;-117.83499908447266,6891.18994140625,16.661500930786133;0,0;0,0;1220;0;415;3;0;4689;0;0;0;99257,99257
1625;Quest Path 4987: 6.2 Tanaan - Lion's Watch - Taxi Path to Aktar's Post (LWB);4565.330078125,334.9620056152344,220.927001953125;0,0;0,0;1116;0;0;1024;0;4689;0;0;0;541,541
1626;Quest Path 4988: 6.2 Tanaan - Volmar - Taxi Path to Aktar's Post (LWB);4565.7001953125,335.3680114746094,220.927001953125;0,0;0,0;1116;0;0;1024;0;4689;0;0;0;69066,69066
1633;Shackle's Den, Azsuna;-784.1740112304688,6130.0400390625,4.645810127258301;0,0;0,0;1220;0;419;3;0;4689;0;0;0;117082,117082
1634;Quest Path 5017: 7.0 Azsuna - Rift 01 - East Chasm -> West Chasm;869.9459838867188,6285.85009765625,219.16700744628906;0,0;0,0;1220;0;0;1024;0;4689;0;0;0;79302,79302
1635;Quest Path 5018: 7.0 Azsuna - Rift 01 - West Chasm -> East Chasm;690.0449829101562,6201.7099609375,91.0730972290039;0,0;0,0;1220;0;0;1024;0;4689;0;0;0;79302,79302
1636;Quest Path 5019: 7.0 Azsuna - Rift 02 - Tower -> Rock (ZTO);1263.1700439453125,5984.64013671875,170.58799743652344;0,0;0,0;1220;0;0;1024;0;4689;0;0;0;79302,79302
1637;Quest Path 5020: 7.0 Azsuna - Rift 03, Tower - Base -> Top (ZTO/PRK);987.2210083007812,6171.89013671875,111.6709976196289;0,0;0,0;1220;0;0;1024;0;4689;0;0;0;79302,79302
1642;Quest Path 5026: 6.2 Tanaan - Quest - A - From Lion's Watch to Iron Front - JMC;4071.2099609375,1185.9100341796875,160.625;0,0;0,0;1464;0;0;1024;0;4689;0;0;0;69067,69067
1643;Aktar's Post, Tanaan Jungle;4569.43994140625,335.0539855957031,221.19700622558594;0,0;0,0;1116;0;422;3;0;4689;0;0;0;84517,84517
1644;The Iron Front, Tanaan Jungle;3979.300048828125,1216.6199951171875,164.19700622558594;0,0;0,0;1116;923;421;2;0;4689;0;0;0;85796,0
1645;The Iron Front, Tanaan Jungle;4074.969970703125,1183.75,160.92799377441406;0,0;0,0;1116;924;420;5;0;4689;0;0;0;0,69067
1646;Vault of the Earth, Tanaan Jungle;3475.280029296875,-762.552001953125,41.39059829711914;0,0;0,0;1116;0;417;3;0;4689;0;0;0;85796,85796
1647;Malo's Lookout, Tanaan Jungle;4457.5400390625,-574.6929931640625,49.37649917602539;0,0;0,0;1116;0;423;3;0;4689;0;0;0;26164,26164
1648;Sha'naari Refuge, Tanaan Jungle;3728.3798828125,157.93099975585938,56.115299224853516;0,0;0,0;1116;0;424;3;0;4689;0;0;0;81930,81930
1660;Bret Test 3-3s;15589.5,-16185.400390625,49.88029861450195;0,0;0,0;451;0;425;1024;0;4689;0;0;0;27179,27179
1661;Bret Test 3-3e;15574.2001953125,-16164.2001953125,47.17729949951172;0,0;0,0;451;0;426;1024;0;4689;0;0;0;27179,27179
1662;Carl Test a;15574.2001953125,-16164.2001953125,47;0,0;0,0;451;0;0;1024;0;4689;0;0;0;27179,27179
1673;Lorlathil, Val'sharah;2299.8798828125,6577.66015625,141.78700256347656;0,0;0,0;1220;0;427;3;0;4689;0;0;0;54271,54271
1713;Bradensbrook, Val'sharah;2814.2900390625,7275.81982421875,22.353200912475586;0,0;0,0;1220;0;428;3;0;4689;0;0;0;69067,69067
1716;Quest Path 5222: Garrison, Alliance Shipyard -> Tanaan (IGC);3441.780029296875,-2148.639892578125,7.376719951629639;0,0;0,0;1116;0;0;1024;0;4689;0;0;0;17972,17972
1719;Thunder Totem, Highmountain;4156.509765625,4374.4501953125,768.1599731445312;0,0;0,0;1220;0;429;3;0;4689;0;0;0;98937,98937
1722;Quest Path 5262: Stormheim: (DLA) - Valdisdall -> Dreadwake (Spell Taxi);2493.7900390625,2009.8599853515625,9.903169631958008;0,0;0,0;1220;0;0;1024;0;4689;0;0;0;87442,87442
1723;Quest Path 5263: Stormheim: (DLA) - Valdisdall -> Greywatch (Spell Taxi);2862.929931640625,851.0449829101562,77.86299896240234;0,0;0,0;1220;0;0;1024;0;4689;0;0;0;68771,68771
1729;Quest Path 5283: Alliance Garrison (Tier 3) > Alliance Shipyard;2134.35009765625,383.8110046386719,16.457599639892578;0,0;0,0;1159;0;0;1024;0;4689;0;0;0;541,541
1730;Quest Path 5284: Alliance Shipyard > Alliance Garrison (Tier 3);2259.419921875,412.5400085449219,6.075250148773193;0,0;0,0;1473;0;0;1024;0;4689;0;0;0;541,541
1731;Alliance Shipyard Taxi;2138.800048828125,380.1319885253906,16.274999618530273;0,0;0,0;1473;0;431;1024;0;4689;0;0;0;0,0
1732;Quest Path 5286: 7.0 DH-Mardum - Illidari Foothold -> The Fel Hammer (ELM);1464.989990234375,1410.949951171875,244.2169952392578;0,0;0,0;1481;0;0;1024;0;4689;0;0;0;113833,113833
1738;Cullen's Post, Stormheim;2885.64990234375,2422.610107421875,242.82899475097656;0,0;0,0;1220;0;432;2;0;4689;0;0;0;109680,0
1739;Dreadwake's Landing, Stormheim;2355.719970703125,1870.0899658203125,24.988500595092773;0,0;0,0;1220;0;434;2;0;4689;0;0;0;27179,0
1741;Forsaken Foothold, Stormheim;3987.5400390625,2914.2900390625,241.2570037841797;0,0;0,0;1220;0;438;2;0;4689;0;0;0;27179,0
1742;Valdisdall, Stormheim;3205.590087890625,1515.5799560546875,180.9010009765625;0,0;0,0;1220;0;439;3;0;4689;0;0;0;109682,109682
1744;Greywatch, Stormheim;2863.929931640625,849.1749877929688,77.88590240478516;0,0;0,0;1220;0;435;1;0;4689;0;0;0;0,69067
1745;Lorna's Watch, Stormheim;2704.489990234375,2860.22998046875,309.26300048828125;0,0;0,0;1220;0;437;1;0;4689;0;0;0;0,27491
1747;Skyfire Triage Camp, Stormheim;3217.60009765625,3079.919921875,440.302001953125;0,0;0,0;1220;0;436;1;0;4689;0;0;0;0,27491
1748;Quest Path 5333: 7.0 Artifacts - Monk - Order Formation - Number Nine Flight - LWB;3833.1201171875,1727.8699951171875,946.4229736328125;0,0;0,0;1014;0;0;1024;0;4689;0;0;0;98317,98317
1753;Skyhorn, Highmountain;4833.93017578125,3967.3701171875,832.1749877929688;0,0;0,0;1220;0;430;3;0;4689;0;0;0;98937,98937
1754;The Witchwood, Highmountain;5116.10986328125,4982.16015625,752.7109985351562;0,0;0,0;1220;0;441;3;0;4689;0;0;0;98937,98937
1755;Felbane Camp, Highmountain;5108.330078125,5570.60986328125,119.21800231933594;0,0;0,0;1220;0;442;3;0;4689;0;0;0;98937,98937
1756;Shipwreck Cove, Highmountain;6466.83984375,4727.990234375,13.619799613952637;0,0;0,0;1220;0;444;7;0;4689;0;0;0;69067,69067
1758;Obsidian Overlook, Highmountain;2971.68994140625,4343.4599609375,652.031982421875;0,0;0,0;1220;0;440;3;0;4689;0;0;0;98937,98937
1759;Ironhorn Enclave, Highmountain;3005.719970703125,3668.469970703125,1386.3399658203125;0,0;0,0;1220;0;445;3;0;4689;0;0;0;98937,98937
1760;Trueshot Lodge, Highmountain;4634.2900390625,5339.419921875,849.2310180664062;0,0;0,0;1220;38053;446;11;0;4689;0;0;0;69067,69067
1761;Prepfoot, Highmountain;5613.39990234375,3585.030029296875,237.0989990234375;0,0;0,0;1220;0;447;3;0;4689;0;0;0;98937,98937
1764;Starsong Refuge, Val'sharah;3094.06005859375,5807.2099609375,300.5719909667969;0,0;0,0;1220;0;451;3;0;4689;0;0;0;3837,3837
1766;Garden of the Moon, Val'sharah;2841.7900390625,6482.2900390625,206.3260040283203;0,0;0,0;1220;0;450;3;0;4689;0;0;0;54271,54271
1767;Nesingwary's Retreat, Highmountain;4483.4599609375,4843.2900390625,662.3519897460938;0,0;0,0;1220;0;448;3;0;4689;0;0;0;69067,69067
1774;Dalaran;-860.8280029296875,4295.9501953125,745.2420043945312;0,0;0,0;1220;0;449;19;0;4689;0;0;0;69066,541
1777;Sylvan Falls, Highmountain;3853.550048828125,5150.58984375,644.5969848632812;0,0;0,0;1220;0;452;3;0;4689;0;0;0;98937,98937
1778;Stonehoof Watch, Highmountain;3891.949951171875,3500.179931640625,800.6580200195312;0,0;0,0;1220;0;453;3;0;4689;0;0;0;98937,98937
1783;Quest Path 5500: 7.0 Azsuna - Rift 02 - Rock -> Tower (ZTO);1183.6600341796875,5961.830078125,116.41000366210938;0,0;0,0;1220;0;0;1024;0;4689;0;0;0;79302,79302
1784;Quest Path 5509: 7.0 Highmountain - Stonehoof Watch -> Sylvan Falls (Quest, ZTO);3854.719970703125,5149.0400390625,644.8839721679688;0,0;0,0;1220;0;0;1024;0;4689;0;0;0;95076,95076
1787;Quest Path 5512: Quest Path 5020: 7.0 Azsuna - Rift 03, Base - Tower (ZTO);993.2429809570312,6170.25,163.7830047607422;0,0;0,0;1220;0;0;1024;0;4689;0;0;0;79302,79302
1800;Quest Path 4621: [OLD]7.0 Quest - Azsuna (Down to Azsuna: Unlearned Taxi Dalaran --> Azsuna - Alliance) - ELM;-80.68060302734375,6848.75,30.453399658203125;0,0;0,0;1220;0;0;1024;0;4689;0;0;0;68771,68771
1801;Quest Path 5597: [OLD]7.0 Quest - Azsuna (Down to Azsuna: Unlearned Taxi Dalaran --> Azsuna - Horde) - ELM;-80.68060302734375,6848.75,30.453399658203125;0,0;0,0;1220;0;0;1024;0;4689;0;0;0;68773,68773
1803;Quest Path 5615: 7.0 Dalaran -> Trueshot Lodge, Highmountain;4633.740234375,5340.72021484375,849.1199951171875;0,0;0,0;0;0;0;1024;0;4689;0;0;0;69067,69067
1813;Quest Path 5643: 7.0 Quest - Azsuna (Down to Azsuna: Unlearned Taxi Dalaran --> Azsuna - Alliance) - ELM;-80.68060302734375,6848.75,30.453399658203125;0,0;0,0;1220;0;0;1024;0;4689;0;0;0;68771,68771
1814;Quest Path 5645: [OLD2]7.0 Quest - Azsuna (Down to Azsuna: Unlearned Taxi Dalaran --> Azsuna - Horde) - ELM;-80.68060302734375,6848.75,30.453399658203125;0,0;0,0;1220;0;0;1024;0;4689;0;0;0;68773,68773
1815;The Dreamgrove, Val'sharah (Druids Only);4074.320068359375,7225.4501953125,51.4989013671875;0,0;0,0;1220;44322;455;11;0;4689;0;0;0;54271,54271
1818;Quest Path 5654: 7.0 Artifacts - Druid - Feral - Q:42428 - Dreamgrove -> Ashamane's Fall - LWB;3233.610107421875,5750.02001953125,320.03900146484375;0,0;0,0;1220;0;0;1024;0;4689;0;0;0;100483,100483
1819;Quest Path 5655: 7.0 Quest - Azsuna (Down to Azsuna: Unlearned Taxi Dalaran --> Azsuna - Horde) - ELM;-80.68060302734375,6848.75,30.453399658203125;0,0;0,0;1220;0;0;1024;0;4689;0;0;0;68773,68773
1825;"Quest Path 5667: 7.0 DH-OHC - ""Malace in Vrykul Land"" Alliance - Dalaran -> Valdishall (ELM)";3204.6201171875,1524.5,180.40699768066406;0,0;0,0;1220;0;0;1024;0;4689;0;0;0;31315,31315
1826;"Quest Path 5668: 7.0 DH-OHC - ""Malace in Vrykul Land"" Horde - Dalaran -> Valdishall (ELM)";3204.6201171875,1524.5,180.40699768066406;0,0;0,0;1220;0;0;1024;0;4689;0;0;0;20414,20414
1827;Quest Path 5669: 7.0 Order Hall - Mage - Ch 4 - The Oculus - Rings Portal 01 - SBV;992.97900390625,982.6630249023438,526.81201171875;0,0;0,0;1623;0;0;1024;0;4689;0;0;0;79302,79302
1828;Quest Path 5670: 7.0 Order Hall - Mage - Ch 4 - The Oculus - Rings Portal Top -> Ring A - SBV;1218.260009765625,984.4860229492188,526.81201171875;0,0;0,0;1623;0;0;1024;0;4689;0;0;0;79302,79302
1829;Quest Path 5671: 7.0 Order Hall - Mage - Ch 4 - The Oculus - Rings Portal Middle 02 - SBV;1103.3900146484375,1181.5699462890625,526.81201171875;0,0;0,0;1623;0;0;1024;0;4689;0;0;0;79302,79302
1830;Quest Path 5672: 7.0 Order Hall - Mage - Ch 4 - The Oculus - Rings Portal Middle 03 - SBV;1126.8399658203125,1009.3200073242188,508.3559875488281;0,0;0,0;1623;0;0;1024;0;4689;0;0;0;79302,79302
1831;Quest Path 5673: 7.0 Order Hall - Mage - Ch 4 - The Oculus - Side Platform Portal B -> Ring C - SBV;1100.02001953125,1182.5799560546875,526.81201171875;0,0;0,0;1623;0;0;1024;0;4689;0;0;0;79302,79302
1832;Quest Path 5674: 7.0 Order Hall - Mage - Ch 4 - The Oculus - Portal - Ring A -> Center - SBV;1126.8399658203125,1009.3200073242188,508.3559875488281;0,0;0,0;1623;0;0;1024;0;4689;0;0;0;79302,79302
1833;Quest Path 5675: 7.0 Order Hall - Mage - Ch 4 - The Oculus - Portal - Ring B -> Center - SBV;1126.8399658203125,1009.3200073242188,508.3559875488281;0,0;0,0;1623;0;0;1024;0;4689;0;0;0;79302,79302
1834;Quest Path 5676: 7.0 Order Hall - Mage - Ch 4 - The Oculus - Side Platform Portal A -> Ring B - SBV;990.7360229492188,985.2760009765625,526.81201171875;0,0;0,0;1623;0;0;1024;0;4689;0;0;0;79302,79302
1835;Quest Path 5677: 7.0 Order Hall - Mage - Ch 4 - The Oculus - Side Platform Portal C -> Ring A - SBV;1216.1400146484375,986.1079711914062,526.81201171875;0,0;0,0;1623;0;0;1024;0;4689;0;0;0;79302,79302
1836;Quest Path 5678: 7.0 Order Hall - Mage - Ch 4 - The Oculus - Rings Portal - Ring C -> Ring A - SBV;1220.22998046875,981.8610229492188,526.81201171875;0,0;0,0;1623;0;0;1024;0;4689;0;0;0;79302,79302
1837;Wardens' Redoubt, Azsuna;-1403.6300048828125,6656.85986328125,11.94629955291748;0,0;0,0;1220;0;457;3;0;4689;0;0;0;54271,54271
1838;Thorim's Peak;2113.39990234375,2823.4599609375,815.4190063476562;0,0;0,0;1220;43356;459;75;0;4689;0;0;0;98937,98937
1839;Nastrondir;3793.25,2368.840087890625,491.34600830078125;0,0;0,0;1220;43356;458;75;0;4689;0;0;0;98937,98937
1840;Eastern Suramar;815.4910278320312,2760.97998046875,208.52200317382812;0,0;0,0;1220;43356;460;75;0;4689;0;0;0;98937,98937
1841;Western Suramar;379.9289855957031,4364.240234375,122.8489990234375;0,0;0,0;1220;43356;461;75;0;4689;0;0;0;98937,98937
1842;Carl Test b;15574.2001953125,-16164.2001953125,47;0,0;0,0;451;0;0;1024;0;4689;0;0;0;27179,27179
1843;Carl Test c;15574.2001953125,-16164.2001953125,47;0,0;0,0;451;0;0;1024;0;4689;0;0;0;27179,27179
1844;Carl Test d;15574.2001953125,-16164.2001953125,47;0,0;0,0;451;0;0;1024;0;4689;0;0;0;27179,27179
1845;Isle of the Watchers;-1704.43994140625,6472.990234375,264.04901123046875;0,0;0,0;1220;43356;462;75;0;4689;0;0;0;98937,98937
1846;Faronaar;-88.43229675292969,8214.3203125,355.5220031738281;0,0;0,0;1220;43356;463;75;0;4689;0;0;0;98937,98937
1847;The Dreamgrove;4411.14990234375,7164.2099609375,350.0010070800781;0,0;0,0;1220;43356;464;75;0;4689;0;0;0;98937,98937
1848;Trueshot Lodge;4632.02978515625,5320.9599609375,852.0120239257812;0,0;0,0;1220;43356;465;75;0;4689;0;0;0;98937,98937
1849;Dalaran;-813.5330200195312,4274.8701171875,746.2620239257812;0,0;0,0;1220;43356;416;1099;0;4689;0;0;0;0,0
1850;Eastern Highmountain;3769.179931640625,3682.89990234375,1027.949951171875;0,0;0,0;1220;43356;456;75;0;4689;0;0;0;98937,98937
1855;Shield's Rest, Stormheim;4764.52001953125,-186.9969940185547,16.951400756835938;0,0;0,0;1220;0;466;3;0;4689;0;0;0;109682,109682
1856;Vengeance Point, Broken Shore;-545.1909790039062,3001.780029296875,40.20389938354492;0,0;0,0;1220;143954;467;3;0;4689;0;0;143954;113833,113833
1857;Stormtorn Foothills, Stormheim;3835.610107421875,2016.1199951171875,244.06300354003906;0,0;0,0;1220;0;468;3;0;4689;0;0;0;109682,109682
1858;Meredil, Suramar;1615.52001953125,4757.85986328125,138.37100219726562;0,0;0,0;1220;0;472;3;0;4689;0;0;0;111675,111675
1859;Felblaze Ingress, Azsuna;554.0419921875,5628.8798828125,79.8676986694336;0,0;0,0;1220;0;418;3;0;4689;0;0;0;99257,99257
1860;Watchers' Aerie, Azsuna;-1804.719970703125,6417.6298828125,177.98599243164062;0,0;0,0;1220;0;433;3;0;4689;0;0;0;117082,117082
1861;Illidari Perch, Azsuna;-228.43800354003906,7733.7001953125,139.18899536132812;0,0;0,0;1220;0;469;3;0;4689;0;0;0;99257,99257
1862;Acherus: The Ebon Hold;-1437.4300537109375,1162.239990234375,275.34600830078125;0,0;0,0;1220;42576;470;3;0;4689;0;0;0;32981,32981
1863;Hafr Fjall, Stormheim;1797.3499755859375,1816.699951171875,298.39599609375;0,0;0,0;1220;0;471;3;0;4689;0;0;0;109682,109682
1864;Quest Path 5598: Nesingwary, Highmountain -> Shipwreck Cove, Highmountain [Unlearned];6467.22998046875,4728.4599609375,13.196200370788574;0,0;0,0;1220;0;0;1024;0;4689;0;0;0;98937,98937
1865;Boost 2.0 - Alliance - Leave Point;41.7156982421875,-0.42614099383354187,40.088199615478516;0,0;0,0;1560;0;0;1025;0;4689;0;0;0;0,32335
1867;Quest Path 5911: 7.0 Dalaran -> Acherus;-1437.47998046875,1162.010009765625,275.2489929199219;0,0;0,0;1220;0;0;1024;0;4689;0;0;0;541,541
1868;Quest Path 5912: 7.0 Acherus -> Dalaran;-835.4550170898438,4276.97021484375,746.2529907226562;0,0;0,0;1220;0;0;1024;0;4689;0;0;0;541,541
1869;Quest Path 5913: 7.0 Karazhan - Ballroom -> Opera Portal;1619.3199462890625,2374.25,232.00900268554688;0,0;0,0;1529;0;0;1024;0;4689;0;0;0;79302,79302
1870;Eye of Azshara, Azsuna;-3362.320068359375,4823.009765625,17.553699493408203;0,0;0,0;1220;0;443;3;0;4689;0;0;0;57156,57156
1871;Quest Path 5925: Quest Path 5654: 7.0 Artifacts - Druid - Feral - Q:42428 - Ashamane's Fall -> Dreamgrove - LWB;4074.300048828125,7238.7099609375,51.43330001831055;0,0;0,0;1220;0;0;1024;0;4689;0;0;0;100483,100483
1874;Quest Path 5962: 7.0 Artifacts - Death Knight - Blood - From Dalaran to Broken Shore Portal - Taxi Version - LWB;-857.7109985351562,3615.489990234375,2.897559881210327;0,0;0,0;1220;0;0;1024;0;4689;0;0;0;114241,114241
1875;Quest Path 5963: 7.0 Artifacts - Death Knight - Blood - From Broken Shore to Dalaran - Taxi - LWB;-842.8779907226562,4274.06005859375,746.260986328125;0,0;0,0;1220;0;0;1024;0;4689;0;0;0;114241,114241
1877;Quest Path 5626: 7.0 Artifacts - Priest - Holy - Dalaran to Broken Shore Portal - LWB;-846.843994140625,3578.75,0.9917200207710266;0,0;0,0;1220;0;0;1024;0;4689;0;0;0;105717,105717
1878;Quest Path 5627: 7.0 Artifacts - Priest - Holy - Quest NPC - Broken Shore - Fly Back - LWB;-819.625,4307.7998046875,745.7239990234375;0,0;0,0;1220;0;0;1024;0;4689;0;0;0;105717,105717
1879;Crimson Thicket, Suramar;1893.300048828125,3092.550048828125,221.23399353027344;0,0;0,0;1220;0;474;3;0;4689;0;0;0;111675,111675
1880;Irongrove Retreat, Suramar;2268.800048828125,5241.58984375,113.11199951171875;0,0;0,0;1220;0;473;3;0;4689;0;0;0;114718,114718
1885;Gloaming Reef, Val'sharah;2523.93994140625,8174.85986328125,12.412599563598633;0,0;0,0;1220;0;475;3;0;4689;0;0;0;54271,54271
1892;Quest Path 6004: 7.2 Assault - Val'sharah - Black Rook - Base Camp to Ramparts - LWB;3138.489990234375,7474.39013671875,209.29600524902344;0,0;0,0;1220;0;0;1024;0;4689;0;0;0;100483,100483
1893;Quest Path 6005: 7.2 Legion Invasion - Val'sharah - 03 - Taxi to Top - LWB;3248.010009765625,7370.97998046875,292.1730041503906;0,0;0,0;1220;0;0;1024;0;4689;0;0;0;100483,100483
1894;"Quest Path 6009: 7.1 Suramar -> Black Rook Hold (""We Need Weapons"" ) - ZTO";3115.68994140625,7181.58984375,90.39700317382812;0,0;0,0;1220;0;0;1024;0;4689;0;0;0;115500,115500
1899;Quest Path 6026: 7.2 OHC - Paladin - Light's Hope Chapel (Alliance) -> Broken Shore (1666) - JAP;-1887.780029296875,3393.9599609375,52.225799560546875;0,0;0,0;1666;0;0;1024;0;4689;0;0;0;541,541
1900;Quest Path 6027: Quest Path 6026: 7.2 OHC - Paladin - Light's Hope Chapel (Horde) -> Broken Shore (1666) - JAP;-1887.780029296875,3393.9599609375,52.225799560546875;0,0;0,0;1666;0;0;1024;0;4689;0;0;0;3574,3574
1902;Quest Path 6030: 7.2 Fel Hammer -> 7.2 Mardum;1531.0799560546875,1251.3499755859375,70.7864990234375;0,0;0,0;1519;0;0;1024;0;4689;0;0;0;113833,113833
1906;The Fel Hammer, Broken Shore;1659.1500244140625,1416.6800537109375,244.26300048828125;0,0;0,0;1519;46253;476;1027;0;4689;0;0;0;99257,99257
1907;Quest Path 6038: 7.0 - Death Knight - No Man's Land - Taxi Route - LWB;-834.572998046875,4266.47998046875,746.2520141601562;0,0;0,0;1220;0;0;1024;0;4689;0;0;0;29582,29582
1908;Quest Path 6036: 7.2 Fel Hammer -> 7.2 Broken Shore;-1891.1700439453125,3391.429931640625,52.34320068359375;0,0;0,0;1666;0;0;1024;0;4689;0;0;0;113833,113833
1909;Quest Path 6041: 7.2 Wandering Isle -> Stormstout Brewery, Pandaria;-697.5280151367188,1262.77001953125,162.77699279785156;0,0;0,0;1693;0;0;1024;0;4689;0;0;0;61559,61559
1910;Quest Path 6042: 7.2 OHC - Priest - Dalaran -> Broken Shore - Teleport (JAP);-1890.5,3395.429931640625,52.34149932861328;0,0;0,0;1666;0;0;1024;0;4689;0;0;0;54271,54271
1913;Quest Path 6048: Quest Path 6005: 7.2 Legion Invasion - Val'sharah - 03 - Taxi to Bottom - LWB;2958.9599609375,7491.2001953125,45.4833984375;0,0;0,0;1220;0;0;1024;0;4689;0;0;0;100483,100483
1916;Quest Path 6052: 7.2 OHC - Hunter - Trueshot Lodge -> Broken Shore - Teleport (JAP);4649.93994140625,5273.16015625,840.6900024414062;0,0;0,0;1220;0;0;1024;0;4689;0;0;0;98937,98937
1917;Quest Path 6053: 7.2 Order Hall - Shaman - Ch 5 - Thunderaan Transport (JLW);-1458.3399658203125,2633.530029296875,81.99210357666016;0,0;0,0;1666;0;0;1024;0;4689;0;0;0;17972,17972
1922;Quest Path 6065: 7.2 Assault - Val'sharah - Black Rook - Top to Final Terrace;3118.9599609375,7131.02978515625,134.32699584960938;0,0;0,0;1220;0;0;1024;0;4689;0;0;0;100483,100483
1923;Quest Path 6067: 7.2 Assault - Val'sharah - Black Rook - Base Camp to Final Terrace;3110.139892578125,7130.64013671875,134.32699584960938;0,0;0,0;1220;0;0;1024;0;4689;0;0;0;100483,100483
1924;Quest Path 6068: 7.2 Acherus: The Ebon Hold -> Illidari Camp, Broken Shore;-734.6510009765625,3068.239990234375,-41.698001861572266;0,0;0,0;1220;0;0;1024;0;4689;0;0;0;28531,28531
1927;Quest Path 6072: 7.2 Order Hall - Rogue - Ch 5 - Temp To BS (JLW);-1229.02001953125,2195.179931640625,0.9848989844322205;0,0;0,0;1220;0;0;1024;0;4689;0;0;0;54271,54271
1928;Krokul Hovel, Krokuun;985.8189697265625,1711.8900146484375,517.2000122070312;0,0;0,0;1669;52694;477;43;254;6748;-75.9000015258789;0;0;0,0
1933;Quest Path 6084: Acherus: The Ebon Hold -> Thorim's Peak, Stormheim;1929.1700439453125,2047.3599853515625,465.92401123046875;0,0;0,0;1220;0;0;1024;0;4689;0;0;0;29648,29648
1934;TEMPAREA1, Argus;1008.4500122070312,1727.8299560546875,528.781005859375;0,0;0,0;1669;0;479;1024;254;6748;0;0;0;0,0
1935;TEMPAREA2, Argus;1637.1600341796875,2054.7099609375,450.5840148925781;0,0;0,0;1669;0;480;1024;254;6748;0;0;0;0,0
1941;Deliverance Point, Broken Shore;-1647.6800537109375,3178.639892578125,135.93099975585938;0,0;0,0;1220;143954;482;3;0;4689;0;0;143954;113833,113833
1942;Aalgen Point, Broken Shore;-1225.510009765625,2195.22998046875,0.9800009727478027;0,0;0,0;1220;143954;481;3;0;4689;0;0;143954;109682,109682
1944;Vindicaar, Krokuun;501.29998779296875,1470.300048828125,765.7999877929688;0.006899999920278788,-0.02590000070631504;0,0;1669;51635;483;43;256;4689;24;53150;0;0,0
1947;Quest Path 6175: 7.3 Argus - Isle 2 - Alleria Arc - Alleria Shadow Ball Taxi (JAK);4995.27001953125,9823.599609375,-79.21929931640625;0,0;0,0;1669;0;0;1024;0;4689;0;0;0;121327,121327
1953;Zul'jan, Nazmir;793.2360229492188,1400.739990234375,19.582599639892578;0,0;0,0;1642;0;487;2;0;4689;0;0;0;69066,0
1954;Zo'bal Ruins, Nazmir;2025.8699951171875,1336.530029296875,16.587600708007812;0,0;0,0;1642;0;486;2;0;4689;0;0;0;139173,0
1955;Gloom Hollow, Nazmir;2007.5400390625,-79.64240264892578,2.1684200763702393;0,0;0,0;1642;0;488;2;0;4689;0;0;0;125991,0
1956;Forlorn Ruins, Nazmir;2596.8798828125,-848.68798828125,1.9836900234222412;0,0;0,0;1642;64582;485;10;0;4689;0;0;0;69066,0
1957;Port of Zandalar, Zuldazar;-1950.780029296875,744.280029296875,53.785400390625;0,0;0,0;1642;0;489;6;0;4689;0;0;0;122337,0
1959;The Great Seal;-1035.97998046875,756.5999755859375,437.739990234375;0,0;0,0;1642;0;490;2;0;4689;0;0;0;122337,0
1961;Quest Path 6233: 8.0 Nazmir - Q: 47250 - Taxi to Jeb'watha ruins - LWB;2214.60009765625,1585.02001953125,30.01259994506836;0,0;0,0;1642;0;0;1024;0;4689;0;0;0;122801,122801
